LESTE,NORTE,ANOM
5725889.04610238,7858879.96085993,0
5726135.23618949,7858879.96085993,0
5726381.42627661,7858879.96085993,0
5726627.61636372,7858879.96085993,0
5726873.80645084,7858879.96085993,0
5727119.99653795,7858879.96085993,0
5727366.18662507,7858879.96085993,0
5727612.37671218,7858879.96085993,0
5727858.56679929,7858879.96085993,0
5728104.75688641,7858879.96085993,0
5728350.94697352,7858879.96085993,0
5728597.13706064,7858879.96085993,0
5728843.32714775,7858879.96085993,0
5729089.51723487,7858879.96085993,0
5729335.70732198,7858879.96085993,0
5729581.89740909,7858879.96085993,0
5729828.08749621,7858879.96085993,0
5730074.27758332,7858879.96085993,0
5730320.46767044,7858879.96085993,0
5730566.65775755,7858879.96085993,0
5730812.84784466,7858879.96085993,0
5731059.03793178,7858879.96085993,0
5731305.22801889,7858879.96085993,0
5731551.41810601,7858879.96085993,0
5731797.60819312,7858879.96085993,0
5732043.79828024,7858879.96085993,0
5732289.98836735,7858879.96085993,0
5732536.17845446,7858879.96085993,0
5732782.36854158,7858879.96085993,0
5733028.55862869,7858879.96085993,0
5733274.74871581,7858879.96085993,0
5733520.93880292,7858879.96085993,0
5733767.12889004,7858879.96085993,0
5734013.31897715,7858879.96085993,0
5734259.50906426,7858879.96085993,0
5734505.69915138,7858879.96085993,0
5734751.88923849,7858879.96085993,0
5734998.07932561,7858879.96085993,0
5735244.26941272,7858879.96085993,0
5735490.45949984,7858879.96085993,0
5735736.64958695,7858879.96085993,0
5735982.83967406,7858879.96085993,0
5736229.02976118,7858879.96085993,0
5736475.21984829,7858879.96085993,0
5736721.40993541,7858879.96085993,0
5736967.60002252,7858879.96085993,0
5737213.79010963,7858879.96085993,0
5737459.98019675,7858879.96085993,0
5737706.17028386,7858879.96085993,0
5737952.36037098,7858879.96085993,0
5738198.55045809,7858879.96085993,0
5738444.7405452,7858879.96085993,0
5738690.93063232,7858879.96085993,0
5738937.12071943,7858879.96085993,0
5739183.31080655,7858879.96085993,0
5739429.50089366,7858879.96085993,0
5739675.69098078,7858879.96085993,0
5739921.88106789,7858879.96085993,0
5740168.07115501,7858879.96085993,0
5740414.26124212,7858879.96085993,0
5740660.45132923,7858879.96085993,0
5740906.64141635,7858879.96085993,0
5741152.83150346,7858879.96085993,0
5741399.02159058,7858879.96085993,0
5741645.21167769,7858879.96085993,0
5741891.4017648,7858879.96085993,0
5742137.59185192,7858879.96085993,0
5742383.78193903,7858879.96085993,0
